Regno,Compound,Chemotype,Smiles,>90,>80,>70,AAK1,ABL1-nonphosphorylated,ABL1-phosphorylated,ABL2,ACVR1,ACVR1B,ACVR2A,ACVR2B,ACVRL1,ADCK3,ADCK4,AKT1,AKT2,AKT3,ALK,AMPK-alpha1,AMPK-alpha2,ANKK1,ARK5,ASK1,ASK2,AURKA,AURKB,AURKC,AXL,BIKE,BLK,BMPR1A,BMPR1B,BMPR2,BMX,BRAF,BRK,BRSK1,BRSK2,BTK,BUB1,CAMK1,CAMK1B,CAMK1D,CAMK1G,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CASK,CDC2L1,CDC2L2,CDC2L5,CDK11,CDK2,CDK3,CDK4,CDK4-cyclinD1,CDK4-cyclinD3,CDK5,CDK7,CDK8,CDK9,CDKL1,CDKL2,CDKL3,CDKL5,CHEK1,CHEK2,CIT,CLK1,CLK2,CLK3,CLK4,CSF1R,CSF1R-autoinhibited,CSK,CSNK1A1,CSNK1A1L,CSNK1D,CSNK1E,CSNK1G1,CSNK1G2,CSNK1G3,CSNK2A1,CSNK2A2,CTK,DAPK1,DAPK2,DAPK3,DCAMKL1,DCAMKL2,DCAMKL3,DDR1,DDR2,DLK,DMPK,DMPK2,DRAK1,DRAK2,DYRK1A,DYRK1B,DYRK2,EGFR,EIF2AK1,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,ERBB2,ERBB3,ERBB4,ERK1,ERK2,ERK3,ERK4,ERK5,ERK8,ERN1,FAK,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT3-autoinhibited,FLT4,FRK,FYN,GAK,"GCN2(Kin.Dom.2,S808G)",GRK1,GRK2,GRK3,GRK4,GRK7,GSK3A,GSK3B,HASPIN,HCK,HIPK1,HIPK2,HIPK3,HIPK4,HPK1,HUNK,ICK,IGF1R,IKK-alpha,IKK-beta,IKK-epsilon,INSR,INSRR,IRAK1,IRAK3,IRAK4,ITK,JAK1(JH1domain-catalytic),JAK1(JH2domain-pseudokinase),JAK2(JH1domain-catalytic),JAK3(JH1domain-catalytic),JNK1,JNK2,JNK3,KIT,KIT-autoinhibited,LATS1,LATS2,LCK,LIMK1,LIMK2,LKB1,LOK,LRRK2,LTK,LYN,LZK,MAK,MAP3K1,MAP3K15,MAP3K2,MAP3K3,MAP3K4,MAP4K2,MAP4K3,MAP4K4,MAP4K5,MAPKAPK2,MAPKAPK5,MARK1,MARK2,MARK3,MARK4,MAST1,MEK1,MEK2,MEK3,MEK4,MEK5,MEK6,MELK,MERTK,MET,MINK,MKK7,MKNK1,MKNK2,MLCK,MLK1,MLK2,MLK3,MRCKA,MRCKB,MST1,MST1R,MST2,MST3,MST4,MTOR,MUSK,MYLK,MYLK2,MYLK4,MYO3A,MYO3B,NDR1,NDR2,NEK1,NEK10,NEK11,NEK2,NEK3,NEK4,NEK5,NEK6,NEK7,NEK9,NIK,NIM1,NLK,OSR1,PAK1,PAK2,PAK3,PAK4,PAK6,PAK7,PCTK1,PCTK2,PCTK3,PDGFRA,PDGFRB,PDPK1,PFTAIRE2,PFTK1,PHKG1,PHKG2,PIK3C2B,PIK3C2G,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK4CB,PIKFYVE,PIM1,PIM2,PIM3,PIP5K1A,PIP5K1C,PIP5K2B,PIP5K2C,PKAC-alpha,PKAC-beta,PKMYT1,PKN1,PKN2,PLK1,PLK2,PLK3,PLK4,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKR,PRKX,PRP4,PYK2,QSK,RAF1,RET,RIOK1,RIOK2,RIOK3,RIPK1,RIPK2,RIPK4,RIPK5,ROCK1,ROCK2,ROS1,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5(Kin.Dom.2-C-terminal),RSK1(Kin.Dom.1-N-terminal),RSK1(Kin.Dom.2-C-terminal),RSK2(Kin.Dom.1-N-terminal),RSK2(Kin.Dom.2-C-terminal),RSK3(Kin.Dom.1-N-terminal),RSK3(Kin.Dom.2-C-terminal),RSK4(Kin.Dom.1-N-terminal),RSK4(Kin.Dom.2-C-terminal),S6K1,SBK1,SGK,SGK2,SGK3,SIK,SIK2,SLK,SNARK,SNRK,SRC,SRMS,SRPK1,SRPK2,SRPK3,STK16,STK33,STK35,STK36,STK39,SYK,SgK110,TAK1,TAOK1,TAOK2,TAOK3,TBK1,TEC,TESK1,TGFBR1,TGFBR2,TIE1,TIE2,TLK1,TLK2,TNIK,TNK1,TNK2,TNNI3K,TRKA,TRKB,TRKC,TRPM6,TSSK1B,TSSK3,TTK,TXK,TYK2(JH1domain-catalytic),TYK2(JH2domain-pseudokinase),TYRO3,ULK1,ULK2,ULK3,VEGFR2,VPS34,VRK2,WEE1,WEE2,WNK1,WNK2,WNK3,WNK4,YANK1,YANK2,YANK3,YES,YSK1,YSK4,ZAK,ZAP70,p38-alpha,p38-beta,p38-delta,p38-gamma
GW779439,UNC10112721A,4-pyrimidinyl-azoles,CN1CCN(CC1)c1ccc(Nc2nccc(n2)-c2cnn3ncccc23)cc1C(F)(F)F,93,113,145,76,53,50,19,45,17,4,0,0,0,100,0,0,0,82,33,51,4,98.4,0,17,76,35,44,73,78,12,0,80,40,0,77,1,0,2,0,59,22,74,49,39,35,29,14,31,0,73,79,25,70,69,87,0,64,95,64,98.9,99.5,17,99.9,20,99.8,56,100,100,100,0,27,93.4,99.7,98.8,60,94.2,99.8,100,1,97.4,99,97.6,100,76,98.5,91.9,84,92.7,39,42,29,65,76,81,71,92.2,80,25,31,0,93.2,87,100,99.8,98.4,33,0,0,0,33,0,0,0,0,2,23,0,0,0,96.1,0,62,29,0,0,99.2,27,42,99.9,83,23,0,0,25,0,0,0,0,96.8,98.1,100,54,52,29,70,87,37,12,5,72,24,98,98.8,94.8,0,99.7,99.9,99.7,95.9,90.4,0,99.5,64,95.2,59,60,92.2,74,100,86,90.3,11,0,98.7,96.2,99.4,99.7,92,99.1,99.9,99.7,10,61,39,39,52,53,31,52,32,0,52,86,18,29,69,50,14,72,73,31,41,0,14,39,67,0,37,73,25,40,90.4,65,90,52,72,51,0,61,0,0,49,75,1,37,0,0,21,18,0,0,23,43,100,44,51,45,98.8,26,0,73,53,30,99.4,16,19,96.1,19,56,98.2,96,80,35,58,72,27,76,74,58,48,37,65,100,99.7,97.2,98.6,100,0,78,86,58,64,16,4,25,65,100,94.5,91.7,99.8,89,93.7,86,67,100,44,100,0,21,5,20,40,38,33,13,40,57,100,61,9,22,96.1,95.3,100,4,34,60,0,0,0,8,3,47,79,97.1,84,99.5,16,51,74,79,88,82,17,56,18,23,47,63,71,64,2,41,56,63,44,68,82,51,52,14,37,65,99,20,50,13,68,0,74,93.3,69,32,95.8,42,31,0,69,100,99.8,100,82,0,17,43,96.5,87,22,50,49,100,28,2,6,96.3,54,72,35,0,72,7,0,83,98,0,69,69,65,97.4,100,38,6,0,1,1,42,64,60,27,33,0,45,98.7,4,26,0,1,0,29
GW824645,UNC10112764A,3-aryl-5-anilino pyrazole,Cl.NS(=O)(=O)c1cccc(Nc2cc(n[nH]2)-c2ccc(F)cc2)c1,2,4,6,9,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,29,0,0,0,23,7,0,45,0,33,0,0,0,0,36,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,3,5,29,0,0,0,0,1,0,5,3,0,1,0,0,0,2,0,0,0,0,9,0,0,3,0,0,19,3,0,0,0,20,19,0,0,0,15,44,0,0,45,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,4,17,0,0,0,0,0,0,3,21,0,41,0,0,0,0,0,0,0,88,77,0,0,0,0,0,23,0,21,0,0,0,6,51,13,36,10,18,18,0,58,12,0,1,9,8,5,0,0,0,0,0,0,23,48,0,8,1,0,90,35,0,0,0,0,0,25,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,0,19,14,6,9,12,45,22,27,70,0,0,0,0,57,19,8,0,29,0,4,0,0,0,29,0,14,0,9,39,0,0,9,12,0,0,47,5,0,8,0,0,14,0,0,0,0,0,45,3,0,0,4,26,0,0,4,0,0,13,5,75,96.1,0,24,9,0,0,0,0,11,0,0,0,26,0,0,8,0,3,59,0,0,7,0,0,0,0,0,20,23,10,5,12,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,15,22,0,18,11,17,0,0,3,0,0,35,0,0,0,15,0,0,0,22,100,0,0,3,0,0,0,1,31,0,0,2,18,0,0,0,0,3,0,0,0,36,13,35,0,6,23,1,0,2,0,0,45,0,0,0,40,44,31,0,0,0,0,0,0,9,0,15,47,12,35,29,18,0,0,35,0,25,13,0,0,0,0,8,0,0,0,0,0,0,0
GW683134,UNC10112774A,2-aminobenzimidazole,Cl.Fc1ccc(cc1NC(=O)Nc1ccc(Oc2ccc3[nH]c(NC(=O)c4ccco4)nc3c2)cc1)C(F)(F)F,41,54,63,5,96.1,76,97.9,0,0,4,0,0,0,0,0,12,0,27,0,16,1,12,0,0,0,92.6,50,96,15,54,0,0,0,1,69,0,0,0,0,30,0,29,0,0,0,0,0,0,0,0,0,50,0,1,0,88,0,9,4,0,0,0,78,86,5,8,85,0,0,21,0,96.7,63,0,0,61,99.8,0,0,2,0,10,0,0,0,7,9,0,6,3,0,20,19,7,0,100,95.7,22,0,0,0,0,13,6,0,44,4,91.8,95.2,20,93.6,48,96.4,86,99.5,70,72,24,60,93.7,9,0,29,0,0,0,14,0,82,0,0,0,0,40,77,36,12,24,98.5,99.4,25,99.9,77,42,0,10,0,0,11,100,0,0,9,0,58,0,0,11,88,40,0,0,17,85,49,0,52,55,20,0,23,8,91.2,0,43,0,15,33,0,100,1,30,0,98.4,17,0,0,99.7,65,74,70,0,19,27,0,7,0,0,0,17,24,32,93,0,0,0,0,6,8,0,0,0,10,85,0,0,99.6,83,0,0,46,93.5,15,28,28,49,15,0,17,41,0,8,0,5,98.6,0,75,3,0,9,0,0,0,0,0,2,0,0,0,0,0,79,13,4,6,8,0,0,59,0,0,0,7,0,8,92.6,100,14,27,14,0,0,100,0,100,0,8,99.9,18,0,0,0,0,0,10,0,0,0,8,0,7,0,0,0,0,0,4,0,0,0,9,0,0,37,12,0,0,20,27,10,0,94.7,99.9,1,7,0,86,43,6,0,78,23,3,16,0,14,6,0,16,3,3,54,9,0,13,45,3,0,14,0,0,0,83,0,0,23,0,51,0,100,0,76,6,0,12,31,0,89,0,0,0,0,13,36,0,0,100,99.8,0,3,0,56,8,87,98.9,98.3,97.4,1,0,6,0,16,16,24,42,24,0,32,78,0,15,0,0,2,0,14,9,2,0,14,61,0,92.9,99.2,0,65,74,39,0
SB-707548,UNC10112792A,4-amino-3-aryl-thienopyridine and analogues,Cl.Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)c12,59,71,89,0,99.1,50,81,1,0,81,2,0,10,28,0,0,0,75,5,22,77,21,32,0,53,96.7,53,97.7,10,44,0,0,1,82,71,3,20,0,21,17,22,36,23,0,0,0,0,25,32,9,25,5,25,49,97.4,100,80,89,2,3,11,59,97.8,100,78,7,74,95,0,6,45,82,69,11,13,69,99.9,90.7,20,10,11,32,25,16,0,32,0,0,4,24,14,14,17,4,0,100,98.3,21,0,24,0,0,0,0,14,30,0,79,97.5,76,93.9,91.5,99.3,98.9,99.7,96,94.4,94.7,96,98.6,44,24,23,0,0,0,8,12,99.2,25,93.7,31,6,74,77,63,71,41,99.5,99.4,83,100,95.7,22,0,8,12,0,36,0,0,68,8,0,71,63,50,77,99.2,85,15,5,5,86,35,63,23,0,35,0,3,9,50,7,59,23,9,94.9,12,99.9,79,0,40,88,25,34,21,99.9,2,97.2,75,40,6,34,5,8,17,25,62,77,92.9,99.7,15,0,0,32,26,0,0,15,57,0,23,91.4,10,33,98.3,17,62,22,56,98,44,40,65,65,11,0,50,28,26,52,8,16,100,21,37,26,96.6,57,29,40,40,1,0,37,1,5,30,0,0,76,36,28,26,3,24,30,15,9,6,26,11,80,67,99.8,100,33,68,79,0,8,0,23,0,8,27,6,0,25,23,0,0,28,57,36,45,9,0,0,0,0,5,98.8,98,35,27,10,1,25,15,0,20,29,11,7,28,9,8,19,0,78,100,0,0,22,96,42,2,28,38,74,50,48,0,63,16,18,30,25,27,67,77,0,39,81,2,0,9,19,0,0,98,0,0,30,4,50,40,0,8,87,37,0,14,68,0,98.6,13,22,17,35,4,17,33,0,98.7,99.8,14,4,67,46,20,90.8,100,94.1,100,0,0,11,35,0,0,12,0,0,0,19,99.8,5,0,10,6,4,11,28,13,0,17,7,60,50,99.9,42,19,86,63,93.4,96.8
SB-693162/GW549034,UNC10112830A,aminofurazan,CCn1c(nc2ccccc12)-c1nonc1N,0,3,5,29,53,27,0,0,1,0,0,0,4,0,0,1,0,0,7,0,51,3,16,2,27,37,0,25,6,21,0,34,40,0,15,0,46,4,29,0,17,8,20,0,5,0,0,1,0,9,0,0,0,29,0,11,0,48,13,0,46,12,20,0,0,8,0,3,25,0,0,31,0,0,0,0,0,8,5,6,0,7,0,0,0,0,21,19,31,13,0,0,0,0,13,0,0,0,0,0,9,0,49,16,37,0,48,0,0,10,0,0,0,0,0,0,0,0,0,45,0,4,0,0,10,0,0,0,1,26,8,0,0,0,7,14,0,0,0,20,52,0,0,0,0,24,46,0,14,30,25,0,37,0,0,29,45,62,1,7,36,64,0,23,49,29,17,48,0,0,48,0,8,0,0,0,78,57,62,0,26,0,82,12,0,0,0,11,83,4,0,55,0,46,54,25,31,0,4,0,0,0,0,33,0,25,0,0,5,30,25,47,48,18,0,15,0,14,36,0,0,59,2,0,10,0,0,0,0,0,34,11,0,0,42,48,0,0,0,18,37,23,0,12,25,0,0,11,18,17,12,0,24,2,0,24,0,27,0,0,11,11,4,0,16,41,0,0,0,17,21,16,0,0,0,62,0,0,29,0,0,0,8,23,8,0,0,0,0,0,0,0,62,21,34,30,0,44,17,31,16,0,3,0,0,67,0,24,0,0,0,0,22,0,14,0,0,0,6,53,78,76,0,0,40,0,0,6,4,41,3,4,19,48,15,43,22,12,12,62,10,0,20,51,40,0,0,0,0,24,23,15,0,0,37,0,0,33,0,0,3,34,0,14,53,0,56,0,5,0,0,0,0,0,20,43,15,0,0,0,29,12,0,25,0,40,31,20,40,2,0,0,0,0,39,0,6,46,0,0,0,0,87,0,0,23,1,0,10
GW781483,UNC10126563B,4-anilino-quinazoline and analogues,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,10,14,19,0,90.6,89,70,38,3,0,0,7,0,19,1,0,7,14,0,0,0,0,0,0,25,0,20,53,22,99.6,0,0,15,35,3,25,8,0,94,52,14,61,28,0,0,0,0,15,0,6,14,0,0,0,19,15,0,0,23,27,11,0,17,33,0,17,0,11,1,0,47,31,99.7,0,0,4,13,35,5,0,22,0,26,0,1,99.8,27,16,4,0,0,0,15,1,10,71,44,0,20,6,2,5,11,23,17,99.2,11,25,0,13,5,7,57,8,33,9,12,0,24,52,100,83,99.3,0,0,36,0,0,12,27,0,9,0,0,0,0,0,14,15,27,2,0,30,0,66,12,0,19,3,39,0,0,0,6,32,21,40,0,9,14,0,21,0,0,0,0,0,0,74,2,28,35,0,0,0,99.3,41,58,50,7,44,0,7,88,0,0,0,34,0,17,55,0,0,0,0,0,0,5,1,0,3,10,23,14,0,9,10,0,36,38,63,7,0,97.4,0,28,0,50,26,62,0,76,0,0,0,3,0,11,1,10,0,33,0,15,0,0,0,18,0,3,4,1,0,17,0,0,18,0,3,0,11,22,6,36,0,0,0,14,0,15,0,0,1,0,0,77,15,0,15,0,0,0,2,0,0,60,0,42,21,20,2,0,0,18,0,0,27,11,10,20,18,0,0,0,0,26,0,30,0,0,12,0,0,0,0,31,0,0,0,1,1,0,38,54,10,46,8,53,26,4,42,0,4,7,3,0,0,0,0,33,24,17,11,0,35,27,0,15,10,8,0,0,39,0,14,71,0,4,32,34,0,8,10,34,22,6,0,20,0,0,0,0,39,0,22,40,0,31,0,0,0,28,0,0,47,4,18,0,0,47,0,82,25,21,29,0,17,14,0,6,0,0,20,16,0,20,0,17,0,0,15,0,49,0,31,19,0,20,0
GSK1398467,UNC10224985A,Biphenylamide,Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1-c1ccc(cc1)C(=O)Nc1ccncc1,6,9,10,8,0,0,20,7,0,0,10,0,15,0,0,19,0,18,0,21,0,6,0,21,0,1,17,0,13,1,0,0,0,8,0,0,0,18,0,47,4,4,0,9,100,86,10,12,0,0,5,16,0,24,0,2,0,6,0,0,0,0,0,0,0,13,20,0,0,16,0,69,3,100,0,15,97.1,0,0,0,14,18,11,8,9,22,0,0,0,12,0,34,3,0,0,89,36,0,0,0,5,0,4,0,0,33,0,19,9,81,11,0,0,4,18,19,7,8,30,0,30,0,12,0,0,0,19,0,0,0,0,24,0,0,0,7,18,40,37,0,0,2,30,0,1,0,0,0,24,0,0,3,17,0,0,0,0,3,0,36,8,0,11,12,6,15,0,0,30,3,14,8,0,0,0,0,19,15,0,99.4,0,0,0,68,0,3,0,0,100,19,30,3,0,12,0,0,0,0,0,0,13,3,24,0,36,80,0,0,0,0,0,0,3,0,0,0,18,0,0,0,0,12,0,0,9,15,9,3,9,28,0,4,0,0,2,2,0,0,16,0,0,0,0,0,0,5,15,0,0,0,0,0,3,5,38,0,0,0,19,0,0,65,0,0,0,66,100,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,45,0,33,0,0,2,2,0,0,0,0,0,3,15,5,5,0,0,0,9,0,0,4,23,46,18,0,35,0,32,0,8,0,12,9,0,0,17,8,13,0,17,49,10,0,4,2,8,22,0,10,7,0,0,0,0,0,0,19,0,0,0,0,13,0,0,7,0,0,0,6,3,0,0,0,0,0,7,12,14,1,0,0,0,8,3,0,9,25,21,0,0,25,19,18,6,0,8,0,17,0,0,0,0,0,0,27,0,8,0,0,31,22,2,10,17,18,0,40,17,6,65,29,27,0
GW810445,UNC10224986A,Biphenylamide,Fc1ccc(cc1-c1ccc(cc1)C(=O)NCC1CC1)C(=O)NC1CC1,0,0,1,0,0,10,3,0,0,0,6,0,0,23,24,0,0,10,0,0,0,0,19,0,0,4,0,10,0,30,0,0,15,0,0,0,0,0,0,22,0,21,0,0,0,0,0,0,0,0,0,41,0,0,7,32,0,7,1,0,0,0,0,62,0,0,0,28,0,0,0,25,0,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,22,0,0,35,12,0,0,0,0,0,24,0,15,0,0,0,10,0,0,0,0,3,4,0,0,0,0,11,0,33,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,1,19,0,0,0,0,0,2,10,0,0,0,12,0,56,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,68,5,71,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,2,13,0,0,0,5,17,0,0,0,8,3,0,0,7,0,0,0,0,55,0,0,0,0,21,0,0,0,0,0,8,0,7,3,0,0,0,0,0,0,0,0,0,0,35,10,0,0,26,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,54,0,0,22,7,0,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,1,0,0,0,0,0,0,58,9,0,7,0,0,7,0,3,0,0,0,0,0,0,0,4,7,0,0,2,0,0,0,0,9,2,0,0,0,4,0,0,0,15,17,51,4,0,0,0,26,2,0,27,0,0,0,0,0,0,30,0,0,14,0,0,0,0,0,12,0,19,2,0,1,0,3,0,16,19,0,0,0,24,11,10,0,0,0,0,3,6,0,0,55,0,0,29
GSK2608899,UNC10224987A,7-alkyl-5-aryl-4-aminopyrrolopyrimidine,COc1cccc(CC(=O)N2CCc3cc(ccc23)-c2cn(C)c3ncnc(N)c23)c1,13,21,28,18,57,4,30,0,14,0,61,19,2,0,0,8,27,5,15,25,6,19,14,12,52,87,48,96.2,21,36,6,6,0,0,6,53,8,0,0,0,16,43,19,20,0,0,15,27,13,7,9,16,1,8,0,98.4,18,12,25,0,0,6,4,96.6,12,1,4,0,0,0,0,5,29,0,13,0,96.9,0,14,0,8,39,77,23,5,29,14,15,0,2,0,21,26,0,14,97,27,36,25,53,4,0,6,22,22,23,87,0,0,19,4,5,10,10,11,24,14,7,0,64,0,0,0,6,13,0,12,0,17,19,8,17,0,22,0,0,0,15,59,66,0,0,0,9,31,70,0,0,0,9,0,0,15,0,0,0,0,22,56,55,3,6,17,0,60,75,9,13,0,14,0,12,8,0,0,0,4,16,3,100,11,0,10,34,0,35,4,98.5,0,36,22,0,2,20,13,82,49,77,38,78,0,84,21,0,0,0,7,0,0,39,0,0,53,99.7,0,13,75,75,19,0,9,14,10,32,41,20,2,0,98.8,45,100,31,27,8,27,20,64,7,38,18,22,0,21,7,49,74,4,44,24,18,11,25,0,0,5,6,13,4,50,2,0,18,3,0,4,88,99.2,20,12,0,0,0,83,0,6,14,0,27,0,0,19,0,2,0,10,34,0,4,12,10,19,0,9,0,0,4,17,1,10,31,0,18,1,0,22,0,15,3,0,25,11,0,37,20,20,17,100,35,0,58,23,5,9,28,0,1,11,21,27,16,17,22,20,0,29,13,20,0,2,2,17,0,65,35,0,18,4,14,0,20,9,2,0,17,22,26,0,43,2,0,3,25,19,21,0,6,82,42,15,0,81,0,0,0,75,28,52,0,29,30,0,0,0,39,0,5,5,17,64,0,0,0,0,21,52,54,12,13,0,8,16,17,96.9,0,0,0,0,48,0
GSK336735,UNC10224988A,4-pyrimidinyl_ortho-aryl_azoles,NS(=O)(=O)CCc1cccc(Nc2nccc(n2)-c2c(nn3ccccc23)-c2cccc(NC(=O)c3c(F)cccc3F)c2)c1,59,75,87,0,95.3,16,78,0,7,0,37,0,9,42,0,16,0,24,20,33,83,84,2,0,93.5,81,72,90.5,27,99.7,0,0,0,94.6,89,96,8,20,94.6,77,53,0,29,0,0,0,4,14,0,0,8,7,11,35,0,14,0,21,19,0,0,0,0,0,0,0,25,0,1,4,0,53,27,10,100,21,99.7,21,97.5,0,7,33,90.4,14,5,19,9,9,0,0,0,0,13,23,15,100,94.9,59,11,100,4,12,20,0,12,100,0,69,71,30,45,0,48,8,60,26,18,0,11,97.1,98.7,94,100,7,0,0,10,45,0,21,4,73,22,44,46,36,0,98.8,99.3,98.9,11,99.2,97.2,96.7,28,87,0,0,89,43,12,20,6,0,98.9,0,0,8,25,56,0,0,73,0,0,33,39,62,0,16,9,20,18,0,0,77,36,55,16,100,13,7,7,99.6,67,9,1,99.4,0,39,97.8,0,22,13,5,88,79,76,0,65,76,95.8,23,0,13,0,6,26,0,82,76,12,36,99.7,47,24,87,83,62,100,0,0,20,0,3,43,92.2,96.2,94.9,62,74,13,0,8,40,14,0,0,26,4,18,0,0,7,0,22,0,19,8,8,11,57,4,15,84,10,26,12,36,0,16,4,10,0,23,90.1,100,1,25,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,0,17,38,37,0,0,0,0,25,48,12,40,0,32,11,55,40,12,56,2,0,0,13,18,29,0,92.8,99.9,38,17,26,10,97.9,4,10,24,0,79,53,0,63,6,100,0,15,0,45,0,0,2,20,27,0,0,3,94.7,37,97.7,86,0,97.8,98.8,62,0,55,28,0,90.7,99.9,1,74,0,27,73,32,88,15,95.6,50,3,20,96.8,91.1,8,2,85,100,89,48,0,19,11,56,28,23,26,90.1,98.7,18,100,0,0,3,90,0,0,0,0,0,6,18,12,23,77,37,99.8,24,20,98.4,0,97.8,98.7,54,0
GW457859,UNC10224989A,4-pyridinyl_ortho-aryl_azoles,Cl.Cc1ccn2nc(c(-c3ccncc3)c2c1)-c1ccc(F)cc1,8,14,17,0,0,0,0,9,0,0,32,0,17,59,0,0,0,1,5,0,5,5,0,0,10,0,8,3,17,26,0,0,3,8,49,0,0,0,22,87,16,30,1,0,0,0,0,15,0,0,9,6,0,24,0,1,0,2,50,18,0,0,47,12,0,23,28,0,0,0,43,100,22,0,1,55,9,25,0,92.5,35,96.3,99.6,29,12,31,0,14,0,15,6,0,10,0,0,75,82,44,0,75,2,0,0,10,0,49,8,2,83,19,0,0,4,0,0,0,0,2,3,8,64,24,32,0,0,1,15,8,0,0,0,2,0,0,85,4,0,0,15,0,14,0,0,0,0,0,0,0,40,0,59,9,0,32,10,0,0,0,0,12,52,0,0,0,0,16,0,0,13,0,0,0,16,75,50,0,43,91.4,93.4,26,0,2,0,12,0,0,10,0,0,0,0,44,17,0,0,0,0,0,2,0,14,0,15,0,0,0,0,0,64,0,48,0,0,7,2,7,24,0,67,0,6,0,2,0,0,0,24,3,0,36,0,14,0,8,0,26,23,0,48,0,13,40,12,0,43,0,3,0,0,0,0,4,38,20,79,0,0,0,0,0,0,21,0,18,7,0,33,0,7,24,0,11,0,20,0,0,1,1,0,54,16,0,0,54,81,15,26,29,13,0,0,0,0,0,0,2,0,14,8,18,8,17,20,30,0,19,12,21,28,0,0,15,4,23,0,23,1,41,6,0,12,20,0,0,0,44,27,0,44,0,0,0,24,0,85,1,10,22,0,5,0,0,2,7,52,0,0,13,68,0,1,0,0,24,4,18,0,64,0,0,0,14,0,34,12,0,0,0,6,0,58,0,0,0,6,39,24,14,0,0,0,20,26,25,0,0,0,0,19,51,0,7,0,0,5,30,55,91.9,13,0,5,15,0,0,0,99.7,18,52,30
GSK306886,UNC10224990A,4-anilino-quinazoline and analogues,Cl.Fc1cccc(c1)S(=O)(=O)c1ccc(Nc2ncnc3cc(Br)sc23)cc1Cl,5,5,5,16,0,0,0,18,0,0,0,7,11,22,0,3,0,14,0,0,3,10,8,0,30,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,2,38,10,0,0,0,9,0,0,0,20,47,3,20,0,0,6,44,17,0,7,0,0,0,6,19,19,0,0,0,0,23,23,0,0,0,8,0,30,0,0,36,22,0,0,33,0,37,0,8,0,47,6,0,9,2,0,0,0,15,9,0,7,0,14,99.2,0,9,9,14,19,0,16,2,2,10,42,19,17,0,98.7,0,43,0,0,10,44,4,0,11,0,14,13,0,0,16,30,24,20,0,0,98.1,0,41,3,0,4,0,0,0,0,21,31,0,0,0,0,23,0,29,57,0,0,0,41,0,13,0,32,0,0,0,15,0,2,0,0,7,4,34,0,0,0,15,33,3,10,6,0,0,0,0,10,24,0,7,0,9,0,0,0,0,0,0,0,0,0,1,0,0,6,0,22,26,38,0,37,0,0,0,11,11,0,0,0,2,18,9,0,20,9,2,0,12,8,3,3,9,22,0,8,1,32,0,1,5,0,0,59,0,0,23,4,0,44,0,1,0,0,1,1,9,4,10,11,0,46,0,24,21,0,0,28,0,0,0,21,5,6,0,14,0,0,9,70,3,60,0,0,26,19,0,0,0,0,26,0,45,0,0,0,7,13,4,0,23,0,24,13,0,0,10,97.9,9,3,22,29,42,0,16,9,14,12,16,0,0,4,17,17,0,0,0,31,0,14,0,0,0,0,6,0,0,8,14,0,0,0,100,0,0,25,0,0,0,1,5,0,0,0,0,0,9,0,0,7,0,0,0,19,2,0,0,21,23,0,0,0,28,0,10,17,15,4,0,0,0,0,8,3,0,0,20,9,4,9,0,0,0,0,0,14,30,0,6,0,42,0,26,8
